loss,accuracy,val_loss,val_accuracy
3.771510601043701,0.06530611962080002,3.521481990814209,0.14312192797660828
3.358977794647217,0.1633727103471756,3.214456558227539,0.18010176718235016
3.1541965007781982,0.18032582104206085,3.0994348526000977,0.18353624641895294
3.0689542293548584,0.1867615431547165,3.030425548553467,0.18740686774253845
3.005091905593872,0.1951933354139328,2.9689502716064453,0.20278030633926392
2.942068099975586,0.21149301528930664,2.904614210128784,0.22358714044094086
2.878812789916992,0.23284102976322174,2.842111587524414,0.23996001482009888
2.8167226314544678,0.2446652352809906,2.7813408374786377,0.2489732801914215
2.756633758544922,0.253947377204895,2.722700595855713,0.2575867772102356
2.6994917392730713,0.26388293504714966,2.6679420471191406,0.27385061979293823
2.6466245651245117,0.2779538035392761,2.616661548614502,0.28364527225494385
2.597292184829712,0.29054778814315796,2.570841073989868,0.29867345094680786
2.552567958831787,0.303813099861145,2.5283429622650146,0.30801379680633545
2.512056350708008,0.31308630108833313,2.4905807971954346,0.31780847907066345
2.4755921363830566,0.32089152932167053,2.4565181732177734,0.3253498077392578
2.442455530166626,0.3272108733654022,2.4253571033477783,0.3312556743621826
2.4120934009552,0.3337271809577942,2.397310256958008,0.33638015389442444
2.3843116760253906,0.3380862772464752,2.3719375133514404,0.3411048650741577
2.3591039180755615,0.342355877161026,2.3485076427459717,0.3460294306278229
2.3364791870117188,0.3464464843273163,2.3282134532928467,0.34886425733566284
2.3157708644866943,0.35067132115364075,2.3090856075286865,0.3529892861843109
2.296907901763916,0.353267103433609,2.2908856868743896,0.35598763823509216
2.2789459228515625,0.35708916187286377,2.27494478225708,0.35804107785224915
2.262601137161255,0.3593537509441376,2.2606682777404785,0.35931310057640076
2.2476773262023926,0.36099177598953247,2.2462918758392334,0.3618208169937134
2.233849048614502,0.36298781633377075,2.2347376346588135,0.36461928486824036
2.22112774848938,0.36422306299209595,2.2229502201080322,0.364364892244339
2.2094204425811768,0.36562836170196533,2.2123115062713623,0.3657277822494507
2.19854474067688,0.3672037124633789,2.2030293941497803,0.3661094009876251
2.1884114742279053,0.36836734414100647,2.193610668182373,0.3683263659477234
2.178581953048706,0.3699248135089874,2.1844825744628906,0.3683081865310669
2.169459104537964,0.3716702461242676,2.1768925189971924,0.3697074353694916
